,summary,config,name
30,"{'_runtime': 1.54203, '_step': 32, '_timestamp': 1728641051.1840582, '_wandb.runtime': 1, 'epoch': 31, 'hamming_loss': 0.34140625, 'train_accuracy': 0.6587890625, 'train_f1_score': 0.046917621385706494, 'train_hamming_loss': 0.3412109375, 'train_loss': 5.018485096005288, 'train_precision': 0.5657894736842105, 'train_recall': 0.024473534433693798, 'val_accuracy': 0.65625, 'val_f1_score': 0.022222222222222223, 'val_hamming_loss': 0.34375, 'val_loss': 5.144220318784441, 'val_precision': 0.35714285714285715, 'val_recall': 0.011467889908256881}","{'optimizer': 'mini_batch_gradient_descent', 'no_of_epochs': 100, 'neurons_per_layer': [16, 10, 5], 'activation_function': 'relu', 'l_r': 0.001}","l_r_0.001_act_relu_opt_mini_batch_gradient_descent_hl_3_neurons_[16, 10, 5]_epochs_100"
31,"{'_runtime': 1.6843979999999998, '_step': 22, '_timestamp': 1728641058.2182631, '_wandb.runtime': 1, 'epoch': 21, 'hamming_loss': 0.3431640625, 'train_accuracy': 0.6568359375, 'train_f1_score': 0, 'train_hamming_loss': 0.3431640625, 'train_loss': 5.128611344967323, 'train_precision': 0, 'train_recall': 0, 'val_accuracy': 0.659375, 'val_f1_score': 0, 'val_hamming_loss': 0.340625, 'val_loss': 5.143565190720307, 'val_precision': 0, 'val_recall': 0}","{'activation_function': 'relu', 'l_r': 0.001, 'optimizer': 'batch_gradient_descent', 'no_of_epochs': 100, 'neurons_per_layer': [16, 10, 5]}","l_r_0.001_act_relu_opt_batch_gradient_descent_hl_3_neurons_[16, 10, 5]_epochs_100"
32,"{'_runtime': 1.544447, '_step': 29, '_timestamp': 1728641074.149651, '_wandb.runtime': 1, 'epoch': 28, 'hamming_loss': 0.3423828125, 'train_accuracy': 0.6576171875, 'train_f1_score': 0.00679886685552408, 'train_hamming_loss': 0.3423828125, 'train_loss': 5.126590735872158, 'train_precision': 0.75, 'train_recall': 0.003414911781445646, 'val_accuracy': 0.659375, 'val_f1_score': 0, 'val_hamming_loss': 0.340625, 'val_loss': 5.136134408747376, 'val_precision': 0, 'val_recall': 0}","{'activation_function': 'relu', 'l_r': 0.001, 'optimizer': 'sgd', 'no_of_epochs': 100, 'neurons_per_layer': [16, 10, 5]}","l_r_0.001_act_relu_opt_sgd_hl_3_neurons_[16, 10, 5]_epochs_100"
33,"{'_runtime': 1.807126, '_step': 40, '_timestamp': 1728641080.76729, '_wandb.runtime': 1, 'epoch': 39, 'hamming_loss': 0.3412109375, 'train_accuracy': 0.658984375, 'train_f1_score': 0.01689189189189189, 'train_hamming_loss': 0.341015625, 'train_loss': 5.04828752616934, 'train_precision': 0.7894736842105263, 'train_recall': 0.008537279453614115, 'val_accuracy': 0.6578125, 'val_f1_score': 0.013513513513513514, 'val_hamming_loss': 0.3421875, 'val_loss': 5.17919662677321, 'val_precision': 0.375, 'val_recall': 0.006880733944954129}","{'l_r': 0.001, 'optimizer': 'mini_batch_gradient_descent', 'no_of_epochs': 200, 'neurons_per_layer': [16, 10, 5], 'activation_function': 'relu'}","l_r_0.001_act_relu_opt_mini_batch_gradient_descent_hl_3_neurons_[16, 10, 5]_epochs_200"
34,"{'_runtime': 1.752041, '_step': 30, '_timestamp': 1728641096.617801, '_wandb.runtime': 1, 'epoch': 29, 'hamming_loss': 0.3431640625, 'train_accuracy': 0.6568359375, 'train_f1_score': 0, 'train_hamming_loss': 0.3431640625, 'train_loss': 5.141978517768506, 'train_precision': 0, 'train_recall': 0, 'val_accuracy': 0.659375, 'val_f1_score': 0, 'val_hamming_loss': 0.340625, 'val_loss': 5.139003126392303, 'val_precision': 0, 'val_recall': 0}","{'l_r': 0.001, 'optimizer': 'batch_gradient_descent', 'no_of_epochs': 200, 'neurons_per_layer': [16, 10, 5], 'activation_function': 'relu'}","l_r_0.001_act_relu_opt_batch_gradient_descent_hl_3_neurons_[16, 10, 5]_epochs_200"
35,"{'_runtime': 2.774044, '_step': 88, '_timestamp': 1728641114.301737, '_wandb.runtime': 2, 'epoch': 87, 'hamming_loss': 0.337890625, 'train_accuracy': 0.6623046875, 'train_f1_score': 0.0788492274906766, 'train_hamming_loss': 0.3376953125, 'train_loss': 5.004692547217919, 'train_precision': 0.6166666666666667, 'train_recall': 0.0421172453044963, 'val_accuracy': 0.65546875, 'val_f1_score': 0.07547169811320754, 'val_hamming_loss': 0.34453125, 'val_loss': 5.111669509325394, 'val_precision': 0.43902439024390244, 'val_recall': 0.04128440366972477}","{'optimizer': 'sgd', 'no_of_epochs': 200, 'neurons_per_layer': [16, 10, 5], 'activation_function': 'relu', 'l_r': 0.001}","l_r_0.001_act_relu_opt_sgd_hl_3_neurons_[16, 10, 5]_epochs_200"
36,"{'_runtime': 0.552368, '_step': 19, '_timestamp': 1728641123.666142, '_wandb.runtime': 0, 'epoch': 18, 'hamming_loss': 0.33671875, 'train_accuracy': 0.6634765625, 'train_f1_score': 0.14064837905236907, 'train_hamming_loss': 0.3365234375, 'train_loss': 5.001070918754966, 'train_precision': 0.5685483870967742, 'train_recall': 0.08025042686397268, 'val_accuracy': 0.66640625, 'val_f1_score': 0.13387423935091278, 'val_hamming_loss': 0.33359375, 'val_loss': 5.102864447001096, 'val_precision': 0.5789473684210527, 'val_recall': 0.07568807339449542}","{'l_r': 0.01, 'optimizer': 'mini_batch_gradient_descent', 'no_of_epochs': 100, 'neurons_per_layer': [8], 'activation_function': 'sigmoid'}",l_r_0.01_act_sigmoid_opt_mini_batch_gradient_descent_hl_1_neurons_[8]_epochs_100
37,"{'_runtime': 0.604215, '_step': 19, '_timestamp': 1728641138.901549, '_wandb.runtime': 0, 'epoch': 18, 'hamming_loss': 0.342578125, 'train_accuracy': 0.6583984375, 'train_f1_score': 0.02345058626465662, 'train_hamming_loss': 0.3416015625, 'train_loss': 5.073491793513109, 'train_precision': 0.6176470588235294, 'train_recall': 0.01195219123505976, 'val_accuracy': 0.66015625, 'val_f1_score': 0.01360544217687075, 'val_hamming_loss': 0.33984375, 'val_loss': 5.160380827232389, 'val_precision': 0.6, 'val_recall': 0.006880733944954129}","{'neurons_per_layer': [8], 'activation_function': 'sigmoid', 'l_r': 0.01, 'optimizer': 'batch_gradient_descent', 'no_of_epochs': 100}",l_r_0.01_act_sigmoid_opt_batch_gradient_descent_hl_1_neurons_[8]_epochs_100
38,"{'_runtime': 0.871079, '_step': 19, '_timestamp': 1728641150.850485, '_wandb.runtime': 0, 'epoch': 18, 'hamming_loss': 0.3330078125, 'train_accuracy': 0.6671875, 'train_f1_score': 0.15054835493519442, 'train_hamming_loss': 0.3328125, 'train_loss': 4.991807272324955, 'train_precision': 0.606425702811245, 'train_recall': 0.08594194649971543, 'val_accuracy': 0.6671875, 'val_f1_score': 0.1376518218623482, 'val_hamming_loss': 0.3328125, 'val_loss': 5.099981404411213, 'val_precision': 0.5862068965517241, 'val_recall': 0.0779816513761468}","{'l_r': 0.01, 'optimizer': 'sgd', 'no_of_epochs': 100, 'neurons_per_layer': [8], 'activation_function': 'sigmoid'}",l_r_0.01_act_sigmoid_opt_sgd_hl_1_neurons_[8]_epochs_100
39,"{'_runtime': 0.557651, '_step': 20, '_timestamp': 1728641165.7355268, '_wandb.runtime': 1, 'epoch': 19, 'hamming_loss': 0.330859375, 'train_accuracy': 0.6685546875, 'train_f1_score': 0.14508816120906803, 'train_hamming_loss': 0.3314453125, 'train_loss': 4.991207822923196, 'train_precision': 0.631578947368421, 'train_recall': 0.08195788275469551, 'val_accuracy': 0.66171875, 'val_f1_score': 0.1108829568788501, 'val_hamming_loss': 0.33828125, 'val_loss': 5.082529639483869, 'val_precision': 0.5294117647058824, 'val_recall': 0.06192660550458716}","{'activation_function': 'sigmoid', 'l_r': 0.01, 'optimizer': 'mini_batch_gradient_descent', 'no_of_epochs': 200, 'neurons_per_layer': [8]}",l_r_0.01_act_sigmoid_opt_mini_batch_gradient_descent_hl_1_neurons_[8]_epochs_200
40,"{'_runtime': 1.559801, '_step': 65, '_timestamp': 1728641172.108381, '_wandb.runtime': 1, 'epoch': 64, 'hamming_loss': 0.32734375, 'train_accuracy': 0.6724609375, 'train_f1_score': 0.16275586620069893, 'train_hamming_loss': 0.3275390625, 'train_loss': 4.943558454380509, 'train_precision': 0.6626016260162602, 'train_recall': 0.09277177006260671, 'val_accuracy': 0.65703125, 'val_f1_score': 0.10953346855983774, 'val_hamming_loss': 0.34296875, 'val_loss': 5.094390738420978, 'val_precision': 0.47368421052631576, 'val_recall': 0.06192660550458716}","{'optimizer': 'batch_gradient_descent', 'no_of_epochs': 200, 'neurons_per_layer': [8], 'activation_function': 'sigmoid', 'l_r': 0.01}",l_r_0.01_act_sigmoid_opt_batch_gradient_descent_hl_1_neurons_[8]_epochs_200
41,"{'_runtime': 0.818142, '_step': 15, '_timestamp': 1728641187.990358, '_wandb.runtime': 0, 'epoch': 14, 'hamming_loss': 0.333203125, 'train_accuracy': 0.667578125, 'train_f1_score': 0.13516260162601626, 'train_hamming_loss': 0.332421875, 'train_loss': 5.014251805679995, 'train_precision': 0.6303317535545023, 'train_recall': 0.07569721115537849, 'val_accuracy': 0.66640625, 'val_f1_score': 0.10482180293501048, 'val_hamming_loss': 0.33359375, 'val_loss': 5.101015593612295, 'val_precision': 0.6097560975609756, 'val_recall': 0.05733944954128441}","{'neurons_per_layer': [8], 'activation_function': 'sigmoid', 'l_r': 0.01, 'optimizer': 'sgd', 'no_of_epochs': 200}",l_r_0.01_act_sigmoid_opt_sgd_hl_1_neurons_[8]_epochs_200
42,"{'_runtime': 1.408211, '_step': 26, '_timestamp': 1728641193.829694, '_wandb.runtime': 1, 'epoch': 25, 'hamming_loss': 0.3296875, 'train_accuracy': 0.6705078125, 'train_f1_score': 0.13708439897698207, 'train_hamming_loss': 0.3294921875, 'train_loss': 5.02219998628984, 'train_precision': 0.6767676767676768, 'train_recall': 0.07626636311895275, 'val_accuracy': 0.66640625, 'val_f1_score': 0.11226611226611227, 'val_hamming_loss': 0.33359375, 'val_loss': 5.094519980122312, 'val_precision': 0.6, 'val_recall': 0.06192660550458716}","{'activation_function': 'sigmoid', 'l_r': 0.01, 'optimizer': 'mini_batch_gradient_descent', 'no_of_epochs': 100, 'neurons_per_layer': [16, 10]}","l_r_0.01_act_sigmoid_opt_mini_batch_gradient_descent_hl_2_neurons_[16, 10]_epochs_100"
43,"{'_runtime': 0.507276, '_step': 15, '_timestamp': 1728641208.849385, '_wandb.runtime': 0, 'epoch': 14, 'hamming_loss': 0.3431640625, 'train_accuracy': 0.6568359375, 'train_f1_score': 0, 'train_hamming_loss': 0.3431640625, 'train_loss': 5.140609019086246, 'train_precision': 0, 'train_recall': 0, 'val_accuracy': 0.659375, 'val_f1_score': 0, 'val_hamming_loss': 0.340625, 'val_loss': 5.1399829590642225, 'val_precision': 0, 'val_recall': 0}","{'activation_function': 'sigmoid', 'l_r': 0.01, 'optimizer': 'batch_gradient_descent', 'no_of_epochs': 100, 'neurons_per_layer': [16, 10]}","l_r_0.01_act_sigmoid_opt_batch_gradient_descent_hl_2_neurons_[16, 10]_epochs_100"
44,"{'_runtime': 1.188531, '_step': 21, '_timestamp': 1728641215.8125818, '_wandb.runtime': 1, 'epoch': 20, 'hamming_loss': 0.332421875, 'train_accuracy': 0.6671875, 'train_f1_score': 0.12255406797116372, 'train_hamming_loss': 0.3328125, 'train_loss': 5.0261633515130155, 'train_precision': 0.6432432432432432, 'train_recall': 0.06772908366533864, 'val_accuracy': 0.66953125, 'val_f1_score': 0.13141683778234087, 'val_hamming_loss': 0.33046875, 'val_loss': 5.068777162627991, 'val_precision': 0.6274509803921569, 'val_recall': 0.07339449541284404}","{'activation_function': 'sigmoid', 'l_r': 0.01, 'optimizer': 'sgd', 'no_of_epochs': 100, 'neurons_per_layer': [16, 10]}","l_r_0.01_act_sigmoid_opt_sgd_hl_2_neurons_[16, 10]_epochs_100"
45,"{'_runtime': 2.363111, '_step': 24, '_timestamp': 1728641230.5892448, '_wandb.runtime': 2, 'epoch': 23, 'hamming_loss': 0.3318359375, 'train_accuracy': 0.66875, 'train_f1_score': 0.11482254697286014, 'train_hamming_loss': 0.33125, 'train_loss': 5.0302733648795055, 'train_precision': 0.6918238993710691, 'train_recall': 0.06260671599317018, 'val_accuracy': 0.66953125, 'val_f1_score': 0.10570824524312897, 'val_hamming_loss': 0.33046875, 'val_loss': 5.057873394070546, 'val_precision': 0.6756756756756757, 'val_recall': 0.05733944954128441}","{'no_of_epochs': 200, 'neurons_per_layer': [16, 10], 'activation_function': 'sigmoid', 'l_r': 0.01, 'optimizer': 'mini_batch_gradient_descent'}","l_r_0.01_act_sigmoid_opt_mini_batch_gradient_descent_hl_2_neurons_[16, 10]_epochs_200"
46,"{'_runtime': 0.543455, '_step': 11, '_timestamp': 1728641236.8414369, '_wandb.runtime': 0, 'epoch': 10, 'hamming_loss': 0.3431640625, 'train_accuracy': 0.6568359375, 'train_f1_score': 0, 'train_hamming_loss': 0.3431640625, 'train_loss': 5.141848227785102, 'train_precision': 0, 'train_recall': 0, 'val_accuracy': 0.659375, 'val_f1_score': 0, 'val_hamming_loss': 0.340625, 'val_loss': 5.139302693022736, 'val_precision': 0, 'val_recall': 0}","{'neurons_per_layer': [16, 10], 'activation_function': 'sigmoid', 'l_r': 0.01, 'optimizer': 'batch_gradient_descent', 'no_of_epochs': 200}","l_r_0.01_act_sigmoid_opt_batch_gradient_descent_hl_2_neurons_[16, 10]_epochs_200"
47,"{'_runtime': 1.414849, '_step': 28, '_timestamp': 1728641252.7879412, '_wandb.runtime': 1, 'epoch': 27, 'hamming_loss': 0.3302734375, 'train_accuracy': 0.6697265625, 'train_f1_score': 0.12700051626226122, 'train_hamming_loss': 0.3302734375, 'train_loss': 5.022522526668554, 'train_precision': 0.6833333333333333, 'train_recall': 0.07000569151963575, 'val_accuracy': 0.6703125, 'val_f1_score': 0.12083333333333335, 'val_hamming_loss': 0.3296875, 'val_loss': 5.079128001694866, 'val_precision': 0.6590909090909091, 'val_recall': 0.06651376146788991}","{'optimizer': 'sgd', 'no_of_epochs': 200, 'neurons_per_layer': [16, 10], 'activation_function': 'sigmoid', 'l_r': 0.01}","l_r_0.01_act_sigmoid_opt_sgd_hl_2_neurons_[16, 10]_epochs_200"
48,"{'_runtime': 0.492985, '_step': 6, '_timestamp': 1728641258.905312, '_wandb.runtime': 0, 'epoch': 5, 'hamming_loss': 0.3431640625, 'train_accuracy': 0.6568359375, 'train_f1_score': 0, 'train_hamming_loss': 0.3431640625, 'train_loss': 5.143951562763431, 'train_precision': 0, 'train_recall': 0, 'val_accuracy': 0.659375, 'val_f1_score': 0, 'val_hamming_loss': 0.340625, 'val_loss': 5.138081408759546, 'val_precision': 0, 'val_recall': 0}","{'optimizer': 'mini_batch_gradient_descent', 'no_of_epochs': 100, 'neurons_per_layer': [16, 10, 5], 'activation_function': 'sigmoid', 'l_r': 0.01}","l_r_0.01_act_sigmoid_opt_mini_batch_gradient_descent_hl_3_neurons_[16, 10, 5]_epochs_100"
49,"{'_runtime': 0.575951, '_step': 11, '_timestamp': 1728641269.7477, '_wandb.runtime': 0, 'epoch': 10, 'hamming_loss': 0.3431640625, 'train_accuracy': 0.6568359375, 'train_f1_score': 0, 'train_hamming_loss': 0.3431640625, 'train_loss': 5.142037467065982, 'train_precision': 0, 'train_recall': 0, 'val_accuracy': 0.659375, 'val_f1_score': 0, 'val_hamming_loss': 0.340625, 'val_loss': 5.139741357492879, 'val_precision': 0, 'val_recall': 0}","{'l_r': 0.01, 'optimizer': 'batch_gradient_descent', 'no_of_epochs': 100, 'neurons_per_layer': [16, 10, 5], 'activation_function': 'sigmoid'}","l_r_0.01_act_sigmoid_opt_batch_gradient_descent_hl_3_neurons_[16, 10, 5]_epochs_100"
50,"{'_runtime': 3.352259, '_step': 77, '_timestamp': 1728641288.3692858, '_wandb.runtime': 3, 'epoch': 76, 'hamming_loss': 0.3287109375, 'train_accuracy': 0.67109375, 'train_f1_score': 0.1469098277608916, 'train_hamming_loss': 0.32890625, 'train_loss': 4.993628517342542, 'train_precision': 0.6682027649769585, 'train_recall': 0.08252703471826978, 'val_accuracy': 0.67421875, 'val_f1_score': 0.15071283095723015, 'val_hamming_loss': 0.32578125, 'val_loss': 5.024001639595717, 'val_precision': 0.6727272727272727, 'val_recall': 0.08486238532110092}","{'activation_function': 'sigmoid', 'l_r': 0.01, 'optimizer': 'sgd', 'no_of_epochs': 100, 'neurons_per_layer': [16, 10, 5]}","l_r_0.01_act_sigmoid_opt_sgd_hl_3_neurons_[16, 10, 5]_epochs_100"
51,"{'_runtime': 1.572662, '_step': 65, '_timestamp': 1728641296.674492, '_wandb.runtime': 1, 'epoch': 64, 'hamming_loss': 0.3330078125, 'train_accuracy': 0.666796875, 'train_f1_score': 0.10867293625914315, 'train_hamming_loss': 0.333203125, 'train_loss': 5.035257721089744, 'train_precision': 0.6624203821656051, 'train_recall': 0.05919180421172453, 'val_accuracy': 0.66171875, 'val_f1_score': 0.08842105263157896, 'val_hamming_loss': 0.33828125, 'val_loss': 5.066451972384229, 'val_precision': 0.5384615384615384, 'val_recall': 0.0481651376146789}","{'l_r': 0.01, 'optimizer': 'mini_batch_gradient_descent', 'no_of_epochs': 200, 'neurons_per_layer': [16, 10, 5], 'activation_function': 'sigmoid'}","l_r_0.01_act_sigmoid_opt_mini_batch_gradient_descent_hl_3_neurons_[16, 10, 5]_epochs_200"
52,"{'_runtime': 0.507589, '_step': 9, '_timestamp': 1728641311.7348638, '_wandb.runtime': 0, 'epoch': 8, 'hamming_loss': 0.3431640625, 'train_accuracy': 0.6568359375, 'train_f1_score': 0, 'train_hamming_loss': 0.3431640625, 'train_loss': 5.141723599441205, 'train_precision': 0, 'train_recall': 0, 'val_accuracy': 0.659375, 'val_f1_score': 0, 'val_hamming_loss': 0.340625, 'val_loss': 5.138877178390364, 'val_precision': 0, 'val_recall': 0}","{'no_of_epochs': 200, 'neurons_per_layer': [16, 10, 5], 'activation_function': 'sigmoid', 'l_r': 0.01, 'optimizer': 'batch_gradient_descent'}","l_r_0.01_act_sigmoid_opt_batch_gradient_descent_hl_3_neurons_[16, 10, 5]_epochs_200"
53,"{'_runtime': 2.632739, '_step': 60, '_timestamp': 1728641320.4265118, '_wandb.runtime': 2, 'epoch': 59, 'hamming_loss': 0.3302734375, 'train_accuracy': 0.669921875, 'train_f1_score': 0.14904330312185296, 'train_hamming_loss': 0.330078125, 'train_loss': 5.021105299170309, 'train_precision': 0.6462882096069869, 'train_recall': 0.0842344906089926, 'val_accuracy': 0.66796875, 'val_f1_score': 0.13441955193482688, 'val_hamming_loss': 0.33203125, 'val_loss': 5.040707093958884, 'val_precision': 0.6, 'val_recall': 0.07568807339449542}","{'no_of_epochs': 200, 'neurons_per_layer': [16, 10, 5], 'activation_function': 'sigmoid', 'l_r': 0.01, 'optimizer': 'sgd'}","l_r_0.01_act_sigmoid_opt_sgd_hl_3_neurons_[16, 10, 5]_epochs_200"
54,"{'_runtime': 1.582433, '_step': 81, '_timestamp': 1728641329.26262, '_wandb.runtime': 1, 'epoch': 80, 'hamming_loss': 0.3326171875, 'train_accuracy': 0.6681640625, 'train_f1_score': 0.1043753294675804, 'train_hamming_loss': 0.3318359375, 'train_loss': 5.026159845084597, 'train_precision': 0.7071428571428572, 'train_recall': 0.056346044393853156, 'val_accuracy': 0.66328125, 'val_f1_score': 0.06911447084233262, 'val_hamming_loss': 0.33671875, 'val_loss': 5.108310145765825, 'val_precision': 0.5925925925925926, 'val_recall': 0.03669724770642202}","{'no_of_epochs': 100, 'neurons_per_layer': [8], 'activation_function': 'sigmoid', 'l_r': 0.001, 'optimizer': 'mini_batch_gradient_descent'}",l_r_0.001_act_sigmoid_opt_mini_batch_gradient_descent_hl_1_neurons_[8]_epochs_100
55,"{'_runtime': 1.541038, '_step': 100, '_timestamp': 1728641344.679355, '_wandb.runtime': 1, 'epoch': 99, 'hamming_loss': 0.335546875, 'train_accuracy': 0.664453125, 'train_f1_score': 0.07534983853606028, 'train_hamming_loss': 0.335546875, 'train_loss': 5.04140914997847, 'train_precision': 0.693069306930693, 'train_recall': 0.0398406374501992, 'val_accuracy': 0.66484375, 'val_f1_score': 0.06535947712418301, 'val_hamming_loss': 0.33515625, 'val_loss': 5.10585527630023, 'val_precision': 0.6521739130434783, 'val_recall': 0.034403669724770644}","{'optimizer': 'batch_gradient_descent', 'no_of_epochs': 100, 'neurons_per_layer': [8], 'activation_function': 'sigmoid', 'l_r': 0.001}",l_r_0.001_act_sigmoid_opt_batch_gradient_descent_hl_1_neurons_[8]_epochs_100
56,"{'_runtime': 2.218094, '_step': 100, '_timestamp': 1728641352.347918, '_wandb.runtime': 2, 'epoch': 99, 'hamming_loss': 0.333203125, 'train_accuracy': 0.666796875, 'train_f1_score': 0.11145833333333333, 'train_hamming_loss': 0.333203125, 'train_loss': 5.022078611798053, 'train_precision': 0.656441717791411, 'train_recall': 0.06089926010244735, 'val_accuracy': 0.6640625, 'val_f1_score': 0.09282700421940929, 'val_hamming_loss': 0.3359375, 'val_loss': 5.102412996223981, 'val_precision': 0.5789473684210527, 'val_recall': 0.05045871559633028}","{'l_r': 0.001, 'optimizer': 'sgd', 'no_of_epochs': 100, 'neurons_per_layer': [8], 'activation_function': 'sigmoid'}",l_r_0.001_act_sigmoid_opt_sgd_hl_1_neurons_[8]_epochs_100
57,"{'_runtime': 1.614623, '_step': 146, '_timestamp': 1728641361.6713889, '_wandb.runtime': 1, 'epoch': 145, 'hamming_loss': 0.33359375, 'train_accuracy': 0.666015625, 'train_f1_score': 0.12755102040816327, 'train_hamming_loss': 0.333984375, 'train_loss': 5.001622157544358, 'train_precision': 0.6157635467980296, 'train_recall': 0.07114399544678429, 'val_accuracy': 0.66796875, 'val_f1_score': 0.12731006160164274, 'val_hamming_loss': 0.33203125, 'val_loss': 5.078568933715364, 'val_precision': 0.6078431372549019, 'val_recall': 0.07110091743119266}","{'activation_function': 'sigmoid', 'l_r': 0.001, 'optimizer': 'mini_batch_gradient_descent', 'no_of_epochs': 200, 'neurons_per_layer': [8]}",l_r_0.001_act_sigmoid_opt_mini_batch_gradient_descent_hl_1_neurons_[8]_epochs_200
58,"{'_runtime': 1.44353, '_step': 100, '_timestamp': 1728641376.836969, '_wandb.runtime': 1, 'epoch': 99, 'hamming_loss': 0.331640625, 'train_accuracy': 0.6685546875, 'train_f1_score': 0.12299741602067184, 'train_hamming_loss': 0.3314453125, 'train_loss': 5.02127792808935, 'train_precision': 0.6685393258426966, 'train_recall': 0.06772908366533864, 'val_accuracy': 0.66171875, 'val_f1_score': 0.08842105263157896, 'val_hamming_loss': 0.33828125, 'val_loss': 5.115164045203113, 'val_precision': 0.5384615384615384, 'val_recall': 0.0481651376146789}","{'no_of_epochs': 200, 'neurons_per_layer': [8], 'activation_function': 'sigmoid', 'l_r': 0.001, 'optimizer': 'batch_gradient_descent'}",l_r_0.001_act_sigmoid_opt_batch_gradient_descent_hl_1_neurons_[8]_epochs_200
59,"{'_runtime': 1.921546, '_step': 84, '_timestamp': 1728641384.629517, '_wandb.runtime': 1, 'epoch': 83, 'hamming_loss': 0.3318359375, 'train_accuracy': 0.66796875, 'train_f1_score': 0.12551440329218105, 'train_hamming_loss': 0.33203125, 'train_loss': 5.013735573283592, 'train_precision': 0.6524064171122995, 'train_recall': 0.06943653955606147, 'val_accuracy': 0.67109375, 'val_f1_score': 0.1210855949895616, 'val_hamming_loss': 0.32890625, 'val_loss': 5.097475366335621, 'val_precision': 0.6744186046511628, 'val_recall': 0.06651376146788991}","{'neurons_per_layer': [8], 'activation_function': 'sigmoid', 'l_r': 0.001, 'optimizer': 'sgd', 'no_of_epochs': 200}",l_r_0.001_act_sigmoid_opt_sgd_hl_1_neurons_[8]_epochs_200
60,"{'_runtime': 1.585093, '_step': 100, '_timestamp': 1728641399.317278, '_wandb.runtime': 1, 'epoch': 99, 'hamming_loss': 0.3431640625, 'train_accuracy': 0.6568359375, 'train_f1_score': 0, 'train_hamming_loss': 0.3431640625, 'train_loss': 5.095660531444453, 'train_precision': 0, 'train_recall': 0, 'val_accuracy': 0.659375, 'val_f1_score': 0, 'val_hamming_loss': 0.340625, 'val_loss': 5.108277352086837, 'val_precision': 0, 'val_recall': 0}","{'optimizer': 'mini_batch_gradient_descent', 'no_of_epochs': 100, 'neurons_per_layer': [16, 10], 'activation_function': 'sigmoid', 'l_r': 0.001}","l_r_0.001_act_sigmoid_opt_mini_batch_gradient_descent_hl_2_neurons_[16, 10]_epochs_100"
61,"{'_runtime': 1.536796, '_step': 100, '_timestamp': 1728641414.587649, '_wandb.runtime': 1, 'epoch': 99, 'hamming_loss': 0.3431640625, 'train_accuracy': 0.6568359375, 'train_f1_score': 0, 'train_hamming_loss': 0.3431640625, 'train_loss': 5.094821576624089, 'train_precision': 0, 'train_recall': 0, 'val_accuracy': 0.659375, 'val_f1_score': 0, 'val_hamming_loss': 0.340625, 'val_loss': 5.116155563784341, 'val_precision': 0, 'val_recall': 0}","{'no_of_epochs': 100, 'neurons_per_layer': [16, 10], 'activation_function': 'sigmoid', 'l_r': 0.001, 'optimizer': 'batch_gradient_descent'}","l_r_0.001_act_sigmoid_opt_batch_gradient_descent_hl_2_neurons_[16, 10]_epochs_100"
62,"{'_runtime': 1.242704, '_step': 9, '_timestamp': 1728641421.8818078, '_wandb.runtime': 1, 'epoch': 8, 'hamming_loss': 0.3431640625, 'train_accuracy': 0.6568359375, 'train_f1_score': 0, 'train_hamming_loss': 0.3431640625, 'train_loss': 5.1496736003699155, 'train_precision': 0, 'train_recall': 0, 'val_accuracy': 0.659375, 'val_f1_score': 0, 'val_hamming_loss': 0.340625, 'val_loss': 5.136332797581782, 'val_precision': 0, 'val_recall': 0}","{'l_r': 0.001, 'optimizer': 'sgd', 'no_of_epochs': 100, 'neurons_per_layer': [16, 10], 'activation_function': 'sigmoid'}","l_r_0.001_act_sigmoid_opt_sgd_hl_2_neurons_[16, 10]_epochs_100"
63,"{'_runtime': 1.467743, '_step': 173, '_timestamp': 1728641436.613568, '_wandb.runtime': 1, 'epoch': 172, 'hamming_loss': 0.33359375, 'train_accuracy': 0.6666015625, 'train_f1_score': 0.11232449297971918, 'train_hamming_loss': 0.3333984375, 'train_loss': 5.030967468970033, 'train_precision': 0.6506024096385542, 'train_recall': 0.061468412066021626, 'val_accuracy': 0.66171875, 'val_f1_score': 0.08067940552016985, 'val_hamming_loss': 0.33828125, 'val_loss': 5.063413646491534, 'val_precision': 0.5428571428571428, 'val_recall': 0.04357798165137615}","{'l_r': 0.001, 'optimizer': 'mini_batch_gradient_descent', 'no_of_epochs': 200, 'neurons_per_layer': [16, 10], 'activation_function': 'sigmoid'}","l_r_0.001_act_sigmoid_opt_mini_batch_gradient_descent_hl_2_neurons_[16, 10]_epochs_200"
64,"{'_runtime': 1.888271, '_step': 199, '_timestamp': 1728641442.870305, '_wandb.runtime': 1, 'epoch': 198, 'hamming_loss': 0.33515625, 'train_accuracy': 0.66484375, 'train_f1_score': 0.09398099260823653, 'train_hamming_loss': 0.33515625, 'train_loss': 5.021690440465305, 'train_precision': 0.6496350364963503, 'train_recall': 0.050654524758110414, 'val_accuracy': 0.66171875, 'val_f1_score': 0.06479481641468683, 'val_hamming_loss': 0.33828125, 'val_loss': 5.053206547906064, 'val_precision': 0.5555555555555556, 'val_recall': 0.034403669724770644}","{'neurons_per_layer': [16, 10], 'activation_function': 'sigmoid', 'l_r': 0.001, 'optimizer': 'batch_gradient_descent', 'no_of_epochs': 200}","l_r_0.001_act_sigmoid_opt_batch_gradient_descent_hl_2_neurons_[16, 10]_epochs_200"
