,summary,config,name
30,"{'_runtime': 1.409586, '_step': 96, '_timestamp': 1728598647.036774, '_wandb.runtime': 1, 'epoch': 95, 'train_accuracy': 0.6046511627906976, 'train_f1_score': 0.28552232958574514, 'train_loss': 0.15367496727384616, 'train_precision': 0.2896303258145363, 'train_recall': 0.28152923585178924, 'val_accuracy': 0.5901639344262295, 'val_f1_score': 0.350932783268805, 'val_loss': 0.16661407913025306, 'val_precision': 0.3370931649495956, 'val_recall': 0.3659574468085106}","{'neurons_per_layer': [16, 10, 5], 'activation_function': 'relu', 'l_r': 0.001, 'optimizer': 'mini_batch_gradient_descent', 'no_of_epochs': 100}","l_r_0.001_act_relu_opt_mini_batch_gradient_descent_hl_3_neurons_[16, 10, 5]_epochs_100"
31,"{'_runtime': 1.766648, '_step': 42, '_timestamp': 1728598658.0287051, '_wandb.runtime': 1, 'epoch': 41, 'train_accuracy': 0.5075239398084815, 'train_f1_score': 0.17432519643210906, 'train_loss': 0.17861021369318855, 'train_precision': 0.15914928111267546, 'train_recall': 0.19270043135504986, 'val_accuracy': 0.4207650273224044, 'val_f1_score': 0.20698439807155183, 'val_loss': 0.1983947703554373, 'val_precision': 0.17607142857142857, 'val_recall': 0.251063829787234}","{'l_r': 0.001, 'optimizer': 'batch_gradient_descent', 'no_of_epochs': 100, 'neurons_per_layer': [16, 10, 5], 'activation_function': 'relu'}","l_r_0.001_act_relu_opt_batch_gradient_descent_hl_3_neurons_[16, 10, 5]_epochs_100"
32,"{'_runtime': 3.575942, '_step': 100, '_timestamp': 1728598671.6967978, '_wandb.runtime': 3, 'epoch': 99, 'train_accuracy': 0.6073871409028728, 'train_f1_score': 0.28176026940296084, 'train_loss': 0.15173994186336826, 'train_precision': 0.28602233436127467, 'train_recall': 0.27762335893280726, 'val_accuracy': 0.5737704918032787, 'val_f1_score': 0.3425089331616346, 'val_loss': 0.16827476165285893, 'val_precision': 0.3268799827623357, 'val_recall': 0.35970744680851063}","{'no_of_epochs': 100, 'neurons_per_layer': [16, 10, 5], 'activation_function': 'relu', 'l_r': 0.001, 'optimizer': 'sgd'}","l_r_0.001_act_relu_opt_sgd_hl_3_neurons_[16, 10, 5]_epochs_100"
33,"{'_runtime': 1.461447, '_step': 187, '_timestamp': 1728598679.547324, '_wandb.runtime': 1, 'epoch': 186, 'train_accuracy': 0.6347469220246238, 'train_f1_score': 0.30393776179516524, 'train_loss': 0.15042942644691934, 'train_precision': 0.30573385669206493, 'train_recall': 0.302162646688117, 'val_accuracy': 0.5519125683060109, 'val_f1_score': 0.3242264968918975, 'val_loss': 0.1705661681338371, 'val_precision': 0.31105413105413104, 'val_recall': 0.33856382978723404}","{'optimizer': 'mini_batch_gradient_descent', 'no_of_epochs': 200, 'neurons_per_layer': [16, 10, 5], 'activation_function': 'relu', 'l_r': 0.001}","l_r_0.001_act_relu_opt_mini_batch_gradient_descent_hl_3_neurons_[16, 10, 5]_epochs_200"
34,"{'_runtime': 2.114977, '_step': 22, '_timestamp': 1728598695.806957, '_wandb.runtime': 2, 'epoch': 21, 'train_accuracy': 0.454172366621067, 'train_f1_score': 0.10410787080589524, 'train_loss': 0.1991935329579393, 'train_precision': 0.0756953944368445, 'train_recall': 0.16666666666666666, 'val_accuracy': 0.2568306010928962, 'val_f1_score': 0.08173913043478262, 'val_loss': 0.21575532892044696, 'val_precision': 0.05136612021857924, 'val_recall': 0.2}","{'neurons_per_layer': [16, 10, 5], 'activation_function': 'relu', 'l_r': 0.001, 'optimizer': 'batch_gradient_descent', 'no_of_epochs': 200}","l_r_0.001_act_relu_opt_batch_gradient_descent_hl_3_neurons_[16, 10, 5]_epochs_200"
35,"{'_runtime': 2.679888, '_step': 43, '_timestamp': 1728598708.322894, '_wandb.runtime': 2, 'epoch': 42, 'train_accuracy': 0.6101231190150479, 'train_f1_score': 0.2911530318142723, 'train_loss': 0.1546494836218928, 'train_precision': 0.295133246086654, 'train_recall': 0.28727874460806185, 'val_accuracy': 0.5628415300546448, 'val_f1_score': 0.3391972118965018, 'val_loss': 0.1712038506401181, 'val_precision': 0.32272057755741346, 'val_recall': 0.35744680851063826}","{'neurons_per_layer': [16, 10, 5], 'activation_function': 'relu', 'l_r': 0.001, 'optimizer': 'sgd', 'no_of_epochs': 200}","l_r_0.001_act_relu_opt_sgd_hl_3_neurons_[16, 10, 5]_epochs_200"
36,"{'_runtime': 1.5257239999999999, '_step': 100, '_timestamp': 1728598716.910518, '_wandb.runtime': 1, 'epoch': 99, 'train_accuracy': 0.5950752393980848, 'train_f1_score': 0.28169559459061716, 'train_loss': 0.1539412188781788, 'train_precision': 0.2838413163221347, 'train_recall': 0.27958207097395427, 'val_accuracy': 0.5792349726775956, 'val_f1_score': 0.3450826657174479, 'val_loss': 0.17113799045984018, 'val_precision': 0.32992337164750957, 'val_recall': 0.3617021276595745}","{'optimizer': 'mini_batch_gradient_descent', 'no_of_epochs': 100, 'neurons_per_layer': [8], 'activation_function': 'sigmoid', 'l_r': 0.01}",l_r_0.01_act_sigmoid_opt_mini_batch_gradient_descent_hl_1_neurons_[8]_epochs_100
37,"{'_runtime': 1.412363, '_step': 60, '_timestamp': 1728598727.68748, '_wandb.runtime': 1, 'epoch': 59, 'train_accuracy': 0.454172366621067, 'train_f1_score': 0.10410787080589524, 'train_loss': 0.28654279386802095, 'train_precision': 0.0756953944368445, 'train_recall': 0.16666666666666666, 'val_accuracy': 0.2568306010928962, 'val_f1_score': 0.08173913043478262, 'val_loss': 0.22603060929750524, 'val_precision': 0.05136612021857924, 'val_recall': 0.2}","{'l_r': 0.01, 'optimizer': 'batch_gradient_descent', 'no_of_epochs': 100, 'neurons_per_layer': [8], 'activation_function': 'sigmoid'}",l_r_0.01_act_sigmoid_opt_batch_gradient_descent_hl_1_neurons_[8]_epochs_100
38,"{'_runtime': 3.150627, '_step': 100, '_timestamp': 1728598746.003842, '_wandb.runtime': 3, 'epoch': 99, 'train_accuracy': 0.6087551299589603, 'train_f1_score': 0.29241898821964085, 'train_loss': 0.153411860443237, 'train_precision': 0.2903614457831325, 'train_recall': 0.2945058988390208, 'val_accuracy': 0.5901639344262295, 'val_f1_score': 0.35642265208359186, 'val_loss': 0.1706773152898893, 'val_precision': 0.3385158051824718, 'val_recall': 0.37632978723404253}","{'optimizer': 'sgd', 'no_of_epochs': 100, 'neurons_per_layer': [8], 'activation_function': 'sigmoid', 'l_r': 0.01}",l_r_0.01_act_sigmoid_opt_sgd_hl_1_neurons_[8]_epochs_100
39,"{'_runtime': 1.5958459999999999, '_step': 70, '_timestamp': 1728598754.965308, '_wandb.runtime': 1, 'epoch': 69, 'train_accuracy': 0.5978112175102599, 'train_f1_score': 0.2845631243122421, 'train_loss': 0.1551662593691645, 'train_precision': 0.28593319682150264, 'train_recall': 0.2832061188222676, 'val_accuracy': 0.5792349726775956, 'val_f1_score': 0.34916282413170396, 'val_loss': 0.1700146932391387, 'val_precision': 0.3323076923076923, 'val_recall': 0.36781914893617024}","{'activation_function': 'sigmoid', 'l_r': 0.01, 'optimizer': 'mini_batch_gradient_descent', 'no_of_epochs': 200, 'neurons_per_layer': [8]}",l_r_0.01_act_sigmoid_opt_mini_batch_gradient_descent_hl_1_neurons_[8]_epochs_200
40,"{'_runtime': 0.539889, '_step': 10, '_timestamp': 1728598765.788749, '_wandb.runtime': 0, 'epoch': 9, 'train_accuracy': 0.454172366621067, 'train_f1_score': 0.10410787080589524, 'train_loss': 0.2790740543873456, 'train_precision': 0.0756953944368445, 'train_recall': 0.16666666666666666, 'val_accuracy': 0.2568306010928962, 'val_f1_score': 0.08173913043478262, 'val_loss': 0.22390487987589405, 'val_precision': 0.05136612021857924, 'val_recall': 0.2}","{'l_r': 0.01, 'optimizer': 'batch_gradient_descent', 'no_of_epochs': 200, 'neurons_per_layer': [8], 'activation_function': 'sigmoid'}",l_r_0.01_act_sigmoid_opt_batch_gradient_descent_hl_1_neurons_[8]_epochs_200
41,"{'_runtime': 2.674506, '_step': 95, '_timestamp': 1728598778.796237, '_wandb.runtime': 2, 'epoch': 94, 'train_accuracy': 0.5909712722298222, 'train_f1_score': 0.2761070795879492, 'train_loss': 0.1543666247650345, 'train_precision': 0.27768246888164544, 'train_recall': 0.274549464916195, 'val_accuracy': 0.5846994535519126, 'val_f1_score': 0.34808567793364675, 'val_loss': 0.17032639286178605, 'val_precision': 0.33187819155561094, 'val_recall': 0.36595744680851067}","{'neurons_per_layer': [8], 'activation_function': 'sigmoid', 'l_r': 0.01, 'optimizer': 'sgd', 'no_of_epochs': 200}",l_r_0.01_act_sigmoid_opt_sgd_hl_1_neurons_[8]_epochs_200
42,"{'_runtime': 1.557663, '_step': 81, '_timestamp': 1728598787.553498, '_wandb.runtime': 1, 'epoch': 80, 'train_accuracy': 0.612859097127223, 'train_f1_score': 0.29446911493589867, 'train_loss': 0.1555178489664883, 'train_precision': 0.2931376941457587, 'train_recall': 0.2958126854396142, 'val_accuracy': 0.5901639344262295, 'val_f1_score': 0.3571182966785004, 'val_loss': 0.17089328160007486, 'val_precision': 0.33999010390895595, 'val_recall': 0.376063829787234}","{'no_of_epochs': 100, 'neurons_per_layer': [16, 10], 'activation_function': 'sigmoid', 'l_r': 0.01, 'optimizer': 'mini_batch_gradient_descent'}","l_r_0.01_act_sigmoid_opt_mini_batch_gradient_descent_hl_2_neurons_[16, 10]_epochs_100"
43,"{'_runtime': 0.519332, '_step': 8, '_timestamp': 1728598798.260798, '_wandb.runtime': 0, 'epoch': 7, 'train_accuracy': 0.454172366621067, 'train_f1_score': 0.10410787080589524, 'train_loss': 0.27828745332747556, 'train_precision': 0.0756953944368445, 'train_recall': 0.16666666666666666, 'val_accuracy': 0.2568306010928962, 'val_f1_score': 0.08173913043478262, 'val_loss': 0.22421330459095504, 'val_precision': 0.05136612021857924, 'val_recall': 0.2}","{'activation_function': 'sigmoid', 'l_r': 0.01, 'optimizer': 'batch_gradient_descent', 'no_of_epochs': 100, 'neurons_per_layer': [16, 10]}","l_r_0.01_act_sigmoid_opt_batch_gradient_descent_hl_2_neurons_[16, 10]_epochs_100"
44,"{'_runtime': 2.713169, '_step': 68, '_timestamp': 1728598811.1703758, '_wandb.runtime': 2, 'epoch': 67, 'train_accuracy': 0.6087551299589603, 'train_f1_score': 0.2890740916286212, 'train_loss': 0.15599658479302114, 'train_precision': 0.2889663898774219, 'train_recall': 0.2891818736936048, 'val_accuracy': 0.5846994535519126, 'val_f1_score': 0.3568403875561744, 'val_loss': 0.17330275465116715, 'val_precision': 0.3377712429606566, 'val_recall': 0.3781914893617021}","{'l_r': 0.01, 'optimizer': 'sgd', 'no_of_epochs': 100, 'neurons_per_layer': [16, 10], 'activation_function': 'sigmoid'}","l_r_0.01_act_sigmoid_opt_sgd_hl_2_neurons_[16, 10]_epochs_100"
45,"{'_runtime': 1.8697979999999998, '_step': 76, '_timestamp': 1728598820.0834188, '_wandb.runtime': 1, 'epoch': 75, 'train_accuracy': 0.6087551299589603, 'train_f1_score': 0.28865870552606226, 'train_loss': 0.1555427144726076, 'train_precision': 0.2881374269005848, 'train_recall': 0.2891818736936048, 'val_accuracy': 0.6010928961748634, 'val_f1_score': 0.3613215017294509, 'val_loss': 0.17196562792428052, 'val_precision': 0.34402269083734127, 'val_recall': 0.3804521276595745}","{'activation_function': 'sigmoid', 'l_r': 0.01, 'optimizer': 'mini_batch_gradient_descent', 'no_of_epochs': 200, 'neurons_per_layer': [16, 10]}","l_r_0.01_act_sigmoid_opt_mini_batch_gradient_descent_hl_2_neurons_[16, 10]_epochs_200"
46,"{'_runtime': 0.514253, '_step': 9, '_timestamp': 1728598830.430899, '_wandb.runtime': 0, 'epoch': 8, 'train_accuracy': 0.454172366621067, 'train_f1_score': 0.10410787080589524, 'train_loss': 0.27853878322562575, 'train_precision': 0.0756953944368445, 'train_recall': 0.16666666666666666, 'val_accuracy': 0.2568306010928962, 'val_f1_score': 0.08173913043478262, 'val_loss': 0.22378691039411922, 'val_precision': 0.05136612021857924, 'val_recall': 0.2}","{'activation_function': 'sigmoid', 'l_r': 0.01, 'optimizer': 'batch_gradient_descent', 'no_of_epochs': 200, 'neurons_per_layer': [16, 10]}","l_r_0.01_act_sigmoid_opt_batch_gradient_descent_hl_2_neurons_[16, 10]_epochs_200"
47,"{'_runtime': 3.594431, '_step': 93, '_timestamp': 1728598849.173933, '_wandb.runtime': 3, 'epoch': 92, 'train_accuracy': 0.612859097127223, 'train_f1_score': 0.2963754340945464, 'train_loss': 0.15445304707480903, 'train_precision': 0.29391427083704486, 'train_recall': 0.29887816372703285, 'val_accuracy': 0.5792349726775956, 'val_f1_score': 0.3510285153692251, 'val_loss': 0.17124650906657102, 'val_precision': 0.33405940689528824, 'val_recall': 0.36981382978723404}","{'l_r': 0.01, 'optimizer': 'sgd', 'no_of_epochs': 200, 'neurons_per_layer': [16, 10], 'activation_function': 'sigmoid'}","l_r_0.01_act_sigmoid_opt_sgd_hl_2_neurons_[16, 10]_epochs_200"
48,"{'_runtime': 1.460308, '_step': 91, '_timestamp': 1728598858.4839969, '_wandb.runtime': 1, 'epoch': 90, 'train_accuracy': 0.6019151846785226, 'train_f1_score': 0.2892973842107686, 'train_loss': 0.15712910361455776, 'train_precision': 0.28672928941691617, 'train_recall': 0.29191189710107485, 'val_accuracy': 0.5628415300546448, 'val_f1_score': 0.34666682277446037, 'val_loss': 0.16905055482238818, 'val_precision': 0.32973999079613436, 'val_recall': 0.36542553191489363}","{'l_r': 0.01, 'optimizer': 'mini_batch_gradient_descent', 'no_of_epochs': 100, 'neurons_per_layer': [16, 10, 5], 'activation_function': 'sigmoid'}","l_r_0.01_act_sigmoid_opt_mini_batch_gradient_descent_hl_3_neurons_[16, 10, 5]_epochs_100"
49,"{'_runtime': 0.624624, '_step': 10, '_timestamp': 1728598869.0139341, '_wandb.runtime': 0, 'epoch': 9, 'train_accuracy': 0.454172366621067, 'train_f1_score': 0.10410787080589524, 'train_loss': 0.278564198961888, 'train_precision': 0.0756953944368445, 'train_recall': 0.16666666666666666, 'val_accuracy': 0.2568306010928962, 'val_f1_score': 0.08173913043478262, 'val_loss': 0.22464973322244958, 'val_precision': 0.05136612021857924, 'val_recall': 0.2}","{'l_r': 0.01, 'optimizer': 'batch_gradient_descent', 'no_of_epochs': 100, 'neurons_per_layer': [16, 10, 5], 'activation_function': 'sigmoid'}","l_r_0.01_act_sigmoid_opt_batch_gradient_descent_hl_3_neurons_[16, 10, 5]_epochs_100"
50,"{'_runtime': 5.178265, '_step': 100, '_timestamp': 1728598889.38951, '_wandb.runtime': 5, 'epoch': 99, 'train_accuracy': 0.5458276333789329, 'train_f1_score': 0.27386421268892486, 'train_loss': 0.17393528379903408, 'train_precision': 0.2761753513515283, 'train_recall': 0.2715914339619687, 'val_accuracy': 0.5409836065573771, 'val_f1_score': 0.3164946140308787, 'val_loss': 0.17795587513236047, 'val_precision': 0.31197829193917, 'val_recall': 0.3211436170212766}","{'optimizer': 'sgd', 'no_of_epochs': 100, 'neurons_per_layer': [16, 10, 5], 'activation_function': 'sigmoid', 'l_r': 0.01}","l_r_0.01_act_sigmoid_opt_sgd_hl_3_neurons_[16, 10, 5]_epochs_100"
51,"{'_runtime': 1.509682, '_step': 101, '_timestamp': 1728598896.517714, '_wandb.runtime': 1, 'epoch': 100, 'train_accuracy': 0.600547195622435, 'train_f1_score': 0.2877721921236663, 'train_loss': 0.15755173944581904, 'train_precision': 0.28542577166690264, 'train_recall': 0.29015751113616256, 'val_accuracy': 0.5519125683060109, 'val_f1_score': 0.34203445687667366, 'val_loss': 0.17068404588161343, 'val_precision': 0.3249320350911019, 'val_recall': 0.3610372340425532}","{'no_of_epochs': 200, 'neurons_per_layer': [16, 10, 5], 'activation_function': 'sigmoid', 'l_r': 0.01, 'optimizer': 'mini_batch_gradient_descent'}","l_r_0.01_act_sigmoid_opt_mini_batch_gradient_descent_hl_3_neurons_[16, 10, 5]_epochs_200"
52,"{'_runtime': 0.521585, '_step': 10, '_timestamp': 1728598906.994601, '_wandb.runtime': 0, 'epoch': 9, 'train_accuracy': 0.454172366621067, 'train_f1_score': 0.10410787080589524, 'train_loss': 0.2767041999181306, 'train_precision': 0.0756953944368445, 'train_recall': 0.16666666666666666, 'val_accuracy': 0.2568306010928962, 'val_f1_score': 0.08173913043478262, 'val_loss': 0.2227130972869162, 'val_precision': 0.05136612021857924, 'val_recall': 0.2}","{'activation_function': 'sigmoid', 'l_r': 0.01, 'optimizer': 'batch_gradient_descent', 'no_of_epochs': 200, 'neurons_per_layer': [16, 10, 5]}","l_r_0.01_act_sigmoid_opt_batch_gradient_descent_hl_3_neurons_[16, 10, 5]_epochs_200"
53,"{'_runtime': 5.258592, '_step': 100, '_timestamp': 1728598917.104672, '_wandb.runtime': 5, 'epoch': 99, 'train_accuracy': 0.6114911080711354, 'train_f1_score': 0.29392534374468365, 'train_loss': 0.15845764431986645, 'train_precision': 0.2891722888983163, 'train_recall': 0.29883725936885946, 'val_accuracy': 0.5409836065573771, 'val_f1_score': 0.3376265974794413, 'val_loss': 0.1719460152972942, 'val_precision': 0.3204233409610984, 'val_recall': 0.356781914893617}","{'activation_function': 'sigmoid', 'l_r': 0.01, 'optimizer': 'sgd', 'no_of_epochs': 200, 'neurons_per_layer': [16, 10, 5]}","l_r_0.01_act_sigmoid_opt_sgd_hl_3_neurons_[16, 10, 5]_epochs_200"
54,"{'_runtime': 1.460147, '_step': 100, '_timestamp': 1728598923.402185, '_wandb.runtime': 1, 'epoch': 99, 'train_accuracy': 0.5512995896032832, 'train_f1_score': 0.19416585382110027, 'train_loss': 0.18337223965108337, 'train_precision': 0.17678606712394504, 'train_recall': 0.21533541573702217, 'val_accuracy': 0.43169398907103823, 'val_f1_score': 0.2064060138384977, 'val_loss': 0.2010018550672049, 'val_precision': 0.17523602033405955, 'val_recall': 0.251063829787234}","{'optimizer': 'mini_batch_gradient_descent', 'no_of_epochs': 100, 'neurons_per_layer': [8], 'activation_function': 'sigmoid', 'l_r': 0.001}",l_r_0.001_act_sigmoid_opt_mini_batch_gradient_descent_hl_1_neurons_[8]_epochs_100
55,"{'_runtime': 1.7652649999999999, '_step': 100, '_timestamp': 1728598939.456372, '_wandb.runtime': 1, 'epoch': 99, 'train_accuracy': 0.5102599179206566, 'train_f1_score': 0.1759258032562974, 'train_loss': 0.18734685690425842, 'train_precision': 0.16058216625475658, 'train_recall': 0.19451137884872824, 'val_accuracy': 0.3224043715846995, 'val_f1_score': 0.18229673916621716, 'val_loss': 0.20793662765581997, 'val_precision': 0.15499328257948947, 'val_recall': 0.22127659574468087}","{'no_of_epochs': 100, 'neurons_per_layer': [8], 'activation_function': 'sigmoid', 'l_r': 0.001, 'optimizer': 'batch_gradient_descent'}",l_r_0.001_act_sigmoid_opt_batch_gradient_descent_hl_1_neurons_[8]_epochs_100
56,"{'_runtime': 2.8945410000000003, '_step': 100, '_timestamp': 1728598957.7274098, '_wandb.runtime': 2, 'epoch': 99, 'train_accuracy': 0.5348837209302325, 'train_f1_score': 0.18705378884912716, 'train_loss': 0.18324196823293673, 'train_precision': 0.17006551141166526, 'train_recall': 0.207812732411126, 'val_accuracy': 0.4426229508196721, 'val_f1_score': 0.20954059299612182, 'val_loss': 0.19889702200324766, 'val_precision': 0.17872749099639856, 'val_recall': 0.2531914893617021}","{'optimizer': 'sgd', 'no_of_epochs': 100, 'neurons_per_layer': [8], 'activation_function': 'sigmoid', 'l_r': 0.001}",l_r_0.001_act_sigmoid_opt_sgd_hl_1_neurons_[8]_epochs_100
57,"{'_runtime': 1.59928, '_step': 200, '_timestamp': 1728598966.8015192, '_wandb.runtime': 1, 'epoch': 199, 'train_accuracy': 0.5485636114911081, 'train_f1_score': 0.19380511859863528, 'train_loss': 0.17626055731067117, 'train_precision': 0.1762436904472697, 'train_recall': 0.2152536070206753, 'val_accuracy': 0.48633879781420764, 'val_f1_score': 0.22552917662613944, 'val_loss': 0.18845281248793166, 'val_precision': 0.19352673219851355, 'val_recall': 0.2702127659574468}","{'optimizer': 'mini_batch_gradient_descent', 'no_of_epochs': 200, 'neurons_per_layer': [8], 'activation_function': 'sigmoid', 'l_r': 0.001}",l_r_0.001_act_sigmoid_opt_mini_batch_gradient_descent_hl_1_neurons_[8]_epochs_200
58,"{'_runtime': 1.523334, '_step': 200, '_timestamp': 1728598977.4207711, '_wandb.runtime': 1, 'epoch': 199, 'train_accuracy': 0.5512995896032832, 'train_f1_score': 0.19430574742027137, 'train_loss': 0.170670257118164, 'train_precision': 0.1766305309794759, 'train_recall': 0.21591179532946603, 'val_accuracy': 0.5245901639344263, 'val_f1_score': 0.24233176451160104, 'val_loss': 0.18449521803006588, 'val_precision': 0.208452064718667, 'val_recall': 0.28936170212765955}","{'no_of_epochs': 200, 'neurons_per_layer': [8], 'activation_function': 'sigmoid', 'l_r': 0.001, 'optimizer': 'batch_gradient_descent'}",l_r_0.001_act_sigmoid_opt_batch_gradient_descent_hl_1_neurons_[8]_epochs_200
59,"{'_runtime': 5.288463, '_step': 200, '_timestamp': 1728598992.8065972, '_wandb.runtime': 5, 'epoch': 199, 'train_accuracy': 0.5663474692202463, 'train_f1_score': 0.20123848006164846, 'train_loss': 0.1672383593189278, 'train_precision': 0.1831588551293446, 'train_recall': 0.22327829837869997, 'val_accuracy': 0.5409836065573771, 'val_f1_score': 0.24569633980454716, 'val_loss': 0.18016628623981906, 'val_precision': 0.21348148148148147, 'val_recall': 0.28936170212765955}","{'neurons_per_layer': [8], 'activation_function': 'sigmoid', 'l_r': 0.001, 'optimizer': 'sgd', 'no_of_epochs': 200}",l_r_0.001_act_sigmoid_opt_sgd_hl_1_neurons_[8]_epochs_200
60,"{'_runtime': 1.387342, '_step': 100, '_timestamp': 1728598998.8937511, '_wandb.runtime': 1, 'epoch': 99, 'train_accuracy': 0.454172366621067, 'train_f1_score': 0.10410787080589524, 'train_loss': 0.1942890521733517, 'train_precision': 0.0756953944368445, 'train_recall': 0.16666666666666666, 'val_accuracy': 0.2568306010928962, 'val_f1_score': 0.08173913043478262, 'val_loss': 0.21078530411864274, 'val_precision': 0.05136612021857924, 'val_recall': 0.2}","{'l_r': 0.001, 'optimizer': 'mini_batch_gradient_descent', 'no_of_epochs': 100, 'neurons_per_layer': [16, 10], 'activation_function': 'sigmoid'}","l_r_0.001_act_sigmoid_opt_mini_batch_gradient_descent_hl_2_neurons_[16, 10]_epochs_100"
61,"{'_runtime': 1.6321560000000002, '_step': 100, '_timestamp': 1728599014.697335, '_wandb.runtime': 1, 'epoch': 99, 'train_accuracy': 0.45554035567715456, 'train_f1_score': 0.1540390495685391, 'train_loss': 0.1919375835906346, 'train_precision': 0.14265381083562903, 'train_recall': 0.1673992265357727, 'val_accuracy': 0.2568306010928962, 'val_f1_score': 0.08209606986899565, 'val_loss': 0.21026699174992103, 'val_precision': 0.05164835164835165, 'val_recall': 0.2}","{'optimizer': 'batch_gradient_descent', 'no_of_epochs': 100, 'neurons_per_layer': [16, 10], 'activation_function': 'sigmoid', 'l_r': 0.001}","l_r_0.001_act_sigmoid_opt_batch_gradient_descent_hl_2_neurons_[16, 10]_epochs_100"
62,"{'_runtime': 4.072408, '_step': 100, '_timestamp': 1728599034.065938, '_wandb.runtime': 4, 'epoch': 99, 'train_accuracy': 0.454172366621067, 'train_f1_score': 0.10410787080589524, 'train_loss': 0.19489262489319165, 'train_precision': 0.0756953944368445, 'train_recall': 0.16666666666666666, 'val_accuracy': 0.2568306010928962, 'val_f1_score': 0.08173913043478262, 'val_loss': 0.2111075905410022, 'val_precision': 0.05136612021857924, 'val_recall': 0.2}","{'optimizer': 'sgd', 'no_of_epochs': 100, 'neurons_per_layer': [16, 10], 'activation_function': 'sigmoid', 'l_r': 0.001}","l_r_0.001_act_sigmoid_opt_sgd_hl_2_neurons_[16, 10]_epochs_100"
63,"{'_runtime': 1.491331, '_step': 200, '_timestamp': 1728599042.2765179, '_wandb.runtime': 1, 'epoch': 199, 'train_accuracy': 0.4993160054719562, 'train_f1_score': 0.1699110493341062, 'train_loss': 0.19146564769232824, 'train_precision': 0.15409669211195928, 'train_recall': 0.18934255540681244, 'val_accuracy': 0.31693989071038253, 'val_f1_score': 0.16994740255061602, 'val_loss': 0.20768592758078783, 'val_precision': 0.13878787878787877, 'val_recall': 0.21914893617021275}","{'l_r': 0.001, 'optimizer': 'mini_batch_gradient_descent', 'no_of_epochs': 200, 'neurons_per_layer': [16, 10], 'activation_function': 'sigmoid'}","l_r_0.001_act_sigmoid_opt_mini_batch_gradient_descent_hl_2_neurons_[16, 10]_epochs_200"
64,"{'_runtime': 1.631158, '_step': 200, '_timestamp': 1728599057.267966, '_wandb.runtime': 1, 'epoch': 199, 'train_accuracy': 0.5321477428180574, 'train_f1_score': 0.1832123075213132, 'train_loss': 0.18087819115690812, 'train_precision': 0.1660125718676311, 'train_recall': 0.2043879220586048, 'val_accuracy': 0.48633879781420764, 'val_f1_score': 0.2290185658085444, 'val_loss': 0.19459966569173864, 'val_precision': 0.1954066985645933, 'val_recall': 0.276595744680851}","{'no_of_epochs': 200, 'neurons_per_layer': [16, 10], 'activation_function': 'sigmoid', 'l_r': 0.001, 'optimizer': 'batch_gradient_descent'}","l_r_0.001_act_sigmoid_opt_batch_gradient_descent_hl_2_neurons_[16, 10]_epochs_200"
65,"{'_runtime': 8.675070999999999, '_step': 200, '_timestamp': 1728599072.133686, '_wandb.runtime': 8, 'epoch': 199, 'train_accuracy': 0.4582763337893297, 'train_f1_score': 0.1548684317987944, 'train_loss': 0.19286229753160436, 'train_precision': 0.14318076745261213, 'train_recall': 0.1686337944370073, 'val_accuracy': 0.2568306010928962, 'val_f1_score': 0.08173913043478262, 'val_loss': 0.20894810347667772, 'val_precision': 0.05136612021857924, 'val_recall': 0.2}","{'activation_function': 'sigmoid', 'l_r': 0.001, 'optimizer': 'sgd', 'no_of_epochs': 200, 'neurons_per_layer': [16, 10]}","l_r_0.001_act_sigmoid_opt_sgd_hl_2_neurons_[16, 10]_epochs_200"
66,"{'_runtime': 3.380361, '_step': 100, '_timestamp': 1728599082.054268, '_wandb.runtime': 3, 'epoch': 99, 'train_accuracy': 0.454172366621067, 'train_f1_score': 0.10410787080589524, 'train_loss': 0.19487442219538034, 'train_precision': 0.0756953944368445, 'train_recall': 0.16666666666666666, 'val_accuracy': 0.2568306010928962, 'val_f1_score': 0.08173913043478262, 'val_loss': 0.21188214637529326, 'val_precision': 0.05136612021857924, 'val_recall': 0.2}","{'l_r': 0.001, 'optimizer': 'mini_batch_gradient_descent', 'no_of_epochs': 100, 'neurons_per_layer': [16, 10, 5], 'activation_function': 'sigmoid'}","l_r_0.001_act_sigmoid_opt_mini_batch_gradient_descent_hl_3_neurons_[16, 10, 5]_epochs_100"
67,"{'_runtime': 1.5522930000000001, '_step': 100, '_timestamp': 1728599091.161877, '_wandb.runtime': 1, 'epoch': 99, 'train_accuracy': 0.454172366621067, 'train_f1_score': 0.10410787080589524, 'train_loss': 0.1950644498018121, 'train_precision': 0.0756953944368445, 'train_recall': 0.16666666666666666, 'val_accuracy': 0.2568306010928962, 'val_f1_score': 0.08173913043478262, 'val_loss': 0.21387121652643878, 'val_precision': 0.05136612021857924, 'val_recall': 0.2}","{'neurons_per_layer': [16, 10, 5], 'activation_function': 'sigmoid', 'l_r': 0.001, 'optimizer': 'batch_gradient_descent', 'no_of_epochs': 100}","l_r_0.001_act_sigmoid_opt_batch_gradient_descent_hl_3_neurons_[16, 10, 5]_epochs_100"
